Year,Decade,Game,Screenshot,Genres,Themes,Keywords,Player Perspectives,Developers,C1_R,C1_G,C1_B,C2_R,C2_G,C2_B,C3_R,C3_G,C3_B,C4_R,C4_G,C4_B,C5_R,C5_G,C5_B
1979,1970,Deluxe Space Invaders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sci9e5.jpg,Shooter|Strategy,Science fiction|Survival,aliens|gravity|shoot 'em up|invasion|death|ufo|spaceship|space battle|war|apocalypse|artificial intelligence|pixel art|high score|good vs evil|word game|alien invasion|8-bit|one-man army|explosion|ranking system|non-player character|single-screen level|saving the world|instant kill|difficulty level|cover system|destructible environment|leaderboard|never-ending|dynamic soundtrack|optional objective|music speed up|screen overlay|armageddon,Side view,Taito,0,0,0,10,180,180,160,10,160,20,50,50,10,170,10
1979,1970,Star Battle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scds2t.jpg,Shooter|Arcade,Action|Science fiction,star wars|unlicensed game,Third person,Dave Nutting Associates,180,0,110,100,0,180,210,100,200,0,0,250,220,0,90
1979,1970,Star Battle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scds2u.jpg,Shooter|Arcade,Action|Science fiction,star wars|unlicensed game,Third person,Dave Nutting Associates,100,40,150,0,0,250,50,30,230,0,20,250,150,100,250
1979,1970,Star Battle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scds2v.jpg,Shooter|Arcade,Action|Science fiction,star wars|unlicensed game,Third person,Dave Nutting Associates,30,80,130,120,120,160,0,80,60,160,110,250,60,60,250
1979,1970,Star Battle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scds2w.jpg,Shooter|Arcade,Action|Science fiction,star wars|unlicensed game,Third person,Dave Nutting Associates,70,10,210,160,0,160,0,0,250,120,50,140,190,70,200
1979,1970,Star Battle,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scds2x.jpg,Shooter|Arcade,Action|Science fiction,star wars|unlicensed game,Third person,Dave Nutting Associates,0,130,0,260,260,260,0,90,0,80,130,80,140,180,140
1979,1970,Mathematik I,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\izaduq99q3yasvafeyfg.jpg,Puzzle|Strategy,Educational,,Text,Philips Semiconductors,100,70,50,100,10,10,150,150,70,40,110,110,40,100,10
1979,1970,Mathematik II,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\difkvudafnhhyu37gitn.jpg,Puzzle,Educational,,Text,Philips Semiconductors,120,120,90,100,140,140,10,10,60,60,60,90,210,210,220
1979,1970,Hippodrom,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\gysdvswcxjtbw0urpite.jpg,Racing,Action,,Side view,Philips Semiconductors,260,260,260,120,200,160,0,30,110,0,170,170,130,30,30
1979,1970,Shooting Gallery,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\dfr0qzdr2qhmjhp9kjos.jpg,Shooter,,,Third person|Side view,Philips Semiconductors,10,170,0,180,180,10,0,170,170,0,10,170,170,60,190
1979,1970,Codebreaker,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\iulpnoasv6edfbhncl6h.jpg,Puzzle,Educational,,Text,Philips Semiconductors,190,230,180,260,260,260,60,130,30,140,180,140,30,180,0
1979,1970,Challenge!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\kqmxmjoaciounmjty1nz.jpg,Simulator,,,Side view,Philips Semiconductors,30,20,60,140,200,160,70,40,170,100,60,250,200,90,180
1979,1970,Prizefight,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\ly0y5bekz3kgwps24dc0.jpg,Fighting,,,Side view,Philips Semiconductors,160,20,60,0,0,0,10,160,160,180,190,10,200,10,200
1979,1970,Memory I,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scvkki.jpg,Puzzle,,match 2,Bird view / Isometric,Philips Semiconductors,200,220,200,260,260,260,110,150,120,80,130,90,150,180,160
1979,1970,Memory I,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scvkkj.jpg,Puzzle,,match 2,Bird view / Isometric,Philips Semiconductors,60,50,100,260,260,260,110,110,120,170,170,200,20,20,80
1979,1970,Wintersport,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\z3wrzum8wva91vobzseb.jpg,Sport,,,Third person,Interton,120,130,150,150,170,190,110,40,40,90,90,100,60,160,190
1979,1970,Dunjonquest: Temple of Apshai,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnmce.jpg,Role-playing (RPG),Action|Fantasy,turn-based|roguelike|dungeon crawling|cga graphics|dungeon,Bird view / Isometric,Automated Simulations,260,260,260,240,240,210,160,130,130,200,210,30,180,170,210
1979,1970,Hockey! / Soccer!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6c0m.jpg,Sport,,,Bird view / Isometric,,180,220,210,140,100,100,200,10,10,260,260,260,220,110,110
1979,1970,Hockey! / Soccer!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6c0n.jpg,Sport,,,Bird view / Isometric,,200,10,10,170,230,210,200,110,120,260,260,260,,,
1979,1970,Hockey! / Soccer!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6c0l.jpg,Sport,,,Bird view / Isometric,,0,150,20,30,160,50,80,180,120,130,110,50,150,210,160
1979,1970,Hockey! / Soccer!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6c0k.jpg,Sport,,,Bird view / Isometric,,0,150,20,50,160,130,80,180,100,130,110,50,150,210,160
1979,1970,Flight Simulator,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scdroc.jpg,Simulator,,flight simulator,First person|Bird view / Isometric,subLOGIC,260,260,260,180,180,180,0,0,0,100,100,100,60,60,60
1979,1970,Flight Simulator,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scdro9.jpg,Simulator,,flight simulator,First person|Bird view / Isometric,subLOGIC,0,0,0,30,10,40,60,40,70,90,90,90,160,160,160
1979,1970,Flight Simulator,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scdroa.jpg,Simulator,,flight simulator,First person|Bird view / Isometric,subLOGIC,0,0,0,110,110,110,260,260,260,80,80,80,,,
1979,1970,Flight Simulator,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scdrob.jpg,Simulator,,flight simulator,First person|Bird view / Isometric,subLOGIC,260,260,260,40,40,40,0,0,0,90,90,90,160,160,160
1979,1970,Las Vegas Poker & Blackjack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpka1.jpg,Strategy|Turn-based strategy (TBS)|Card & Board Game,,slot machine|gambling|playing cards|launch titles|pack-in game,Bird view / Isometric,APh Technological Consulting,260,260,260,250,220,80,0,0,0,60,100,60,150,160,160
1979,1970,Motocross,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\zwtoqjj21sclnwv5fxd1.jpg,Racing|Arcade,,,Side view,Interton,170,170,150,40,40,40,80,90,90,220,210,170,130,150,130
1979,1970,NFL Football,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpka8.jpg,Sport,,soccer|football|national football league|touchdown,Bird view / Isometric,APh Technological Consulting,70,100,220,180,190,220,0,0,0,60,100,70,10,50,240
1979,1970,Deep Scan,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scplp2.jpg,Shooter|Strategy|Arcade,Action,,Side view,Gremlin Industries,0,0,0,0,0,250,180,70,50,0,250,250,30,40,170
1979,1970,Avatar,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fc4.jpg,Role-playing (RPG),Fantasy,non-player character,First person,Bruce Maggs|Andrew Shapira|David Sides|Tom Kirchman|Greg Janusz|Mark Eastom,0,0,0,70,40,20,50,30,10,,,,,,
1979,1970,Avatar,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fc1.jpg,Role-playing (RPG),Fantasy,non-player character,First person,Bruce Maggs|Andrew Shapira|David Sides|Tom Kirchman|Greg Janusz|Mark Eastom,40,30,10,0,0,0,70,40,20,,,,,,
1979,1970,Avatar,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fc3.jpg,Role-playing (RPG),Fantasy,non-player character,First person,Bruce Maggs|Andrew Shapira|David Sides|Tom Kirchman|Greg Janusz|Mark Eastom,0,0,0,80,50,10,60,30,10,40,20,10,,,
1979,1970,Avatar,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fc2.jpg,Role-playing (RPG),Fantasy,non-player character,First person,Bruce Maggs|Andrew Shapira|David Sides|Tom Kirchman|Greg Janusz|Mark Eastom,0,0,0,50,30,10,80,40,10,,,,,,
1979,1970,Avatar,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc9fc5.jpg,Role-playing (RPG),Fantasy,non-player character,First person,Bruce Maggs|Andrew Shapira|David Sides|Tom Kirchman|Greg Janusz|Mark Eastom,0,0,0,50,30,10,80,40,10,,,,,,
1979,1970,Sheriff,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpho2.jpg,Shooter|Arcade,Action,cowboys,Bird view / Isometric,Nintendo R&D1,0,0,0,20,80,50,80,50,30,40,120,130,,,
1979,1970,Pro Golf,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scotas.jpg,Simulator|Sport,,golf,Bird view / Isometric|Text,,60,170,0,260,260,260,100,110,110,0,140,190,180,190,180
1979,1970,Pro Golf,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scotat.jpg,Simulator|Sport,,golf,Bird view / Isometric|Text,,0,0,0,20,40,20,70,70,70,120,120,120,40,110,10
1979,1970,Ripcord,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpgft.jpg,Arcade,Action,,Side view,Exidy,260,260,260,0,0,0,120,120,120,190,190,190,60,60,60
1979,1970,Head on N,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97kp.jpg,Puzzle|Arcade,,,Bird view / Isometric,Nintendo|Nintendo R&D1,90,50,0,0,0,0,0,50,50,90,90,90,,,
1979,1970,Head on N,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97ko.jpg,Puzzle|Arcade,,,Bird view / Isometric,Nintendo|Nintendo R&D1,0,60,60,0,0,0,90,70,0,0,40,40,,,
1979,1970,Volleyball!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6k2h.jpg,Sport,,,Side view,,100,160,60,60,160,50,20,200,120,120,200,130,0,160,20
1979,1970,Volleyball!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6k2j.jpg,Sport,,,Side view,,30,160,60,20,200,140,150,210,160,80,160,50,0,160,20
1979,1970,Volleyball!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6k2i.jpg,Sport,,,Side view,,160,180,160,30,200,140,50,150,50,90,160,50,0,160,20
1979,1970,SF-HiSplitter,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97mr.jpg,Shooter|Puzzle|Arcade,Science fiction,retro|classic|space invaders clone,Side view,Nintendo R&D2|Nintendo R&D2,180,0,30,70,50,20,0,0,0,160,160,10,10,150,150
1979,1970,SF-HiSplitter,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97ms.jpg,Shooter|Puzzle|Arcade,Science fiction,retro|classic|space invaders clone,Side view,Nintendo R&D2|Nintendo R&D2,140,0,20,30,130,60,160,0,160,0,0,0,200,200,10
1979,1970,Warp 1,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scn491.jpg,Shooter|Arcade,Action,,First person,Sun Electronics,210,20,10,0,0,0,60,10,50,110,10,10,,,
1979,1970,Warp 1,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scn492.jpg,Shooter|Arcade,Action,,First person,Sun Electronics,0,0,0,70,10,10,100,10,10,180,20,10,,,
1979,1970,Warp 1,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scn490.jpg,Shooter|Arcade,Action,,First person,Sun Electronics,0,0,0,70,10,10,120,20,10,,,,,,
1979,1970,Atari Basketball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmm28.jpg,Sport|Arcade,,,Third person|Side view,Atari,130,130,130,180,180,180,80,80,80,100,100,100,60,60,60
1979,1970,Microsoft Adventure,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc10xaz.jpg,Adventure,Fantasy,exploration|dungeon crawling|text adventure|two word input,Text,Will Crowther,20,60,30,0,0,0,20,80,40,,,,,,
1979,1970,Microsoft Adventure,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc10xb0.jpg,Adventure,Fantasy,exploration|dungeon crawling|text adventure|two word input,Text,Will Crowther,40,40,40,0,0,0,80,80,80,60,60,60,,,
1979,1970,Monkey Magic,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97ne.jpg,Puzzle|Arcade,Kids,breakout|breakout/arkanoid clone,Side view,Nintendo R&D1|Ikegami Tsushinki,20,10,230,0,0,0,230,230,0,10,240,250,220,120,240
1979,1970,Monkey Magic,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97nf.jpg,Puzzle|Arcade,Kids,breakout|breakout/arkanoid clone,Side view,Nintendo R&D1|Ikegami Tsushinki,260,260,260,0,0,0,100,10,240,230,230,0,10,240,240
1979,1970,Monkey Magic,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97ng.jpg,Puzzle|Arcade,Kids,breakout|breakout/arkanoid clone,Side view,Nintendo R&D1|Ikegami Tsushinki,20,10,250,240,20,250,0,0,0,230,230,110,10,240,240
1979,1970,Monkey Magic,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97nh.jpg,Puzzle|Arcade,Kids,breakout|breakout/arkanoid clone,Side view,Nintendo R&D1|Ikegami Tsushinki,0,0,0,10,100,80,10,240,240,10,0,240,230,30,250
1979,1970,Monkey Magic,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97ni.jpg,Puzzle|Arcade,Kids,breakout|breakout/arkanoid clone,Side view,Nintendo R&D1|Ikegami Tsushinki,10,200,40,0,0,0,10,0,240,10,230,230,230,30,250
1979,1970,Bomb Bee N,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc97kl.jpg,Pinball|Arcade,,,Side view,Nintendo|Nintendo,170,140,60,230,230,210,0,0,0,50,60,50,70,180,30
1979,1970,Out of This World! / Helicopter Rescue!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sccr1f.jpg,Arcade,Action,,Side view,Magnavox,30,140,140,40,40,40,0,0,0,220,220,220,130,100,60
1979,1970,Out of This World! / Helicopter Rescue!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sccr1g.jpg,Arcade,Action,,Side view,Magnavox,30,150,150,40,40,40,0,0,0,220,220,220,130,100,60
1979,1970,Out of This World! / Helicopter Rescue!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sccr1h.jpg,Arcade,Action,,Side view,Magnavox,10,60,210,0,0,0,140,180,160,50,200,130,0,150,40
1979,1970,Out of This World! / Helicopter Rescue!,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sccr1i.jpg,Arcade,Action,,Side view,Magnavox,10,60,210,0,0,0,40,200,130,0,150,40,160,190,160
1979,1970,Down the Trench,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scwwkh.jpg,,,,,,10,70,200,210,150,10,0,0,0,160,120,20,100,100,100
1979,1970,Down the Trench,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scwwki.jpg,,,,,,0,0,0,10,50,80,30,110,220,50,70,20,0,80,200
1979,1970,Down the Trench,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scwwkj.jpg,,,,,,0,0,0,70,50,10,0,60,160,30,110,220,0,80,200
1979,1970,Down the Trench,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scwwkk.jpg,,,,,,210,160,0,220,190,20,130,100,10,250,230,60,190,160,40
1979,1970,Down the Trench,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scwwkl.jpg,,,,,,210,190,40,50,30,70,0,0,0,250,230,60,,,
1979,1970,Field Goal,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scploa.jpg,Sport|Arcade,,football|breakout/arkanoid clone,Bird view / Isometric,Taito,140,170,120,0,0,0,40,120,40,150,90,100,50,50,50
1979,1970,Canyon Bomber,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scdt06.jpg,Shooter|Arcade,Action|Warfare,,Side view,Atari,50,50,180,80,80,200,110,120,230,20,30,160,110,110,110
1979,1970,NHL Hockey,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpzll.jpg,Sport,Action|Non-fiction,ice hockey,Side view,APh Technological Consulting,260,260,260,50,90,60,220,200,210,180,160,180,180,30,90
1979,1970,Apple Bowl,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sckpj7.jpg,Sport,,bowling,First person,,170,170,170,260,260,260,0,0,0,40,40,30,90,90,90
1979,1970,Apple Bowl,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sckpj6.jpg,Sport,,bowling,First person,,130,130,130,260,260,260,0,0,0,190,190,190,60,60,60
1979,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sclhlj.jpg,Arcade,,,Side view,Atari,70,80,110,30,80,140,140,80,80,130,150,90,110,40,20
1979,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sclhlk.jpg,Arcade,,,Side view,Atari,30,80,140,140,90,100,110,40,20,110,140,80,200,190,180
1979,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sclhll.jpg,Arcade,,,Side view,Atari,140,70,20,0,0,0,100,90,110,160,120,100,40,90,170
1979,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sclhlh.jpg,Arcade,,,Side view,Atari,30,80,140,140,90,90,110,40,20,110,140,80,200,190,180
1979,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sclhli.jpg,Arcade,,,Side view,Atari,160,160,160,0,0,0,70,70,70,110,110,110,220,220,220
1979,1970,Yakyuuken,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqwbc.jpg,Card & Board Game,Erotic,adult|nsfw|sexual content,,Miso Ramen Group,140,140,0,0,0,0,80,80,0,230,230,0,40,40,0
1979,1970,Yakyuuken,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqwba.jpg,Card & Board Game,Erotic,adult|nsfw|sexual content,,Miso Ramen Group,140,140,180,40,50,60,90,100,120,170,90,140,170,170,210
1979,1970,Yakyuuken,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scqwbb.jpg,Card & Board Game,Erotic,adult|nsfw|sexual content,,Miso Ramen Group,40,60,60,0,0,0,140,0,0,170,130,150,40,180,100
1979,1970,Atari 4 Player Football,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmm26.jpg,Sport|Arcade,,,Third person|Bird view / Isometric,Atari,260,260,260,0,0,0,100,100,100,120,120,120,60,60,60
1979,1970,Attack Force,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmmtv.jpg,Shooter|Arcade,Action|Warfare,,Third person|Bird view / Isometric|Side view,Electronic Games Systems,170,170,170,120,120,120,0,0,0,80,80,80,,,
1979,1970,Beam Invader,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scn7o2.jpg,Shooter|Arcade,Action|Science fiction,space invaders clone,Third person,Teknon Kogyo,160,160,160,0,0,0,210,210,210,90,90,90,,,
1979,1970,Cosmic Guerilla,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scphmp.jpg,Shooter|Arcade,Science fiction,,Side view,"Universal Co., Ltd.",90,90,30,0,0,0,30,80,60,70,20,30,,,
1979,1970,Rolling Crash,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scplps.jpg,Racing|Arcade,Action,,Bird view / Isometric,Nichibutsu,170,190,140,120,60,160,0,0,0,10,60,10,,,
1979,1970,Clay Shoot,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scplpu.jpg,Shooter|Arcade,Action,,Side view,Allied Leisure Industries,260,260,260,40,40,40,0,0,0,70,70,70,110,110,110
1979,1970,Space Beam,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpn63.jpg,Shooter|Arcade,Action|Science fiction,,Bird view / Isometric,Irem Corporation,30,110,90,0,0,0,40,50,50,100,10,10,,,
1979,1970,Cosmic Monsters,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scq0j7.jpg,Shooter|Arcade,Action|Science fiction,,Side view,"Universal Co., Ltd.",230,230,40,100,110,30,0,0,0,40,30,30,120,70,120
1979,1970,Super Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc4z.jpg,Arcade,,,Bird view / Isometric,Atari,0,130,80,0,0,0,110,40,120,30,70,150,20,70,40
1979,1970,Super Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc50.jpg,Arcade,,,Bird view / Isometric,Atari,40,40,40,0,0,0,0,120,70,120,50,130,30,70,140
1979,1970,Super Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc51.jpg,Arcade,,,Bird view / Isometric,Atari,0,0,0,20,30,60,0,110,70,80,70,140,60,80,10
1979,1970,Block Buster,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc10dwx.jpg,,,,,,200,180,160,50,50,50,50,90,220,100,130,190,140,130,110
1979,1970,Super Othello,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sct2rn.jpg,Card & Board Game,,othello,Bird view / Isometric,Gary Shannon,70,70,70,50,50,50,0,0,0,,,,,,
1979,1970,Super Othello,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sct2ro.jpg,Card & Board Game,,othello,Bird view / Isometric,Gary Shannon,180,180,180,0,0,0,110,110,110,60,60,60,,,
1979,1970,Kadath,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc11gnn.jpg,Adventure,Horror,lovecraftian|h.p.lovecraft,Text,,50,50,50,0,0,0,80,80,80,60,60,60,,,
1979,1970,Kadath,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc11gno.jpg,Adventure,Horror,lovecraftian|h.p.lovecraft,Text,,40,40,40,0,0,0,80,80,80,60,60,60,,,
1979,1970,Kadath,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc11gnp.jpg,Adventure,Horror,lovecraftian|h.p.lovecraft,Text,,40,40,40,0,0,0,80,80,80,60,60,60,,,
1980,1980,The Wizard and the Princess,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\zbwnfs5nbceacec5gebw.jpg,Adventure,Fantasy,,Text,On-Line Systems|On-Line Systems,200,230,190,0,120,240,0,0,0,70,80,90,140,160,140
1980,1980,The Wizard and the Princess,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\hnnheizzvm7hcpl4uxp1.jpg,Adventure,Fantasy,,Text,On-Line Systems|On-Line Systems,0,120,240,130,130,130,0,0,0,80,80,80,230,220,200
